"DEMFAM001","CO00SCR001","OPERACIÓN",0,"FLAG","co.com.experian.omnia.motorcrts.core.funciones.Flag"
"MORFAM001","CO01MOR003CC","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR003CC","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR003CO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR003CO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR003CO","MOROSIDAD",3,"EN MORA 60 DIAS","=2"
"MORFAM001","CO01MOR003CO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR003CO","SALDO",5,"*","*"
"MORFAM001","CO01MOR003CO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR003CO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR003CO","CUPO",8,"*","*"
"MORFAM001","CO01MOR003CO","PORTAFOLIO",9,"CODEUDOR (CO)","CO"
"MORFAM001","CO01MOR003CO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR003CO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR003HP","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR003HP","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR003HP","MOROSIDAD",3,"EN MORA 60 DIAS","=2"
"MORFAM001","CO01MOR003HP","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR003HP","SALDO",5,"*","*"
"MORFAM001","CO01MOR003HP","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR003HP","CUOTA",7,"*","*"
"MORFAM001","CO01MOR003HP","CUPO",8,"*","*"
"MORFAM001","CO01MOR003HP","PORTAFOLIO",9,"HIPOTECARIO (HP)","HP"
"MORFAM001","CO01MOR003HP","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR003HP","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR003IN","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR003IN","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR003IN","MOROSIDAD",3,"EN MORA 60 DIAS","=2"
"MORFAM001","CO01MOR003IN","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR003IN","SALDO",5,"*","*"
"MORFAM001","CO01MOR003IN","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR003IN","CUOTA",7,"*","*"
"MORFAM001","CO01MOR003IN","CUPO",8,"*","*"
"MORFAM001","CO01MOR003IN","PORTAFOLIO",9,"INSTALAMENTOS (IN)","IN"
"MORFAM001","CO01MOR003IN","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR003IN","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR003OT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR003OT","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR003OT","MOROSIDAD",3,"EN MORA 60 DIAS","=2"
"MORFAM001","CO01MOR003OT","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR003OT","SALDO",5,"*","*"
"MORFAM001","CO01MOR003OT","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR003OT","CUOTA",7,"*","*"
"MORFAM001","CO01MOR003OT","CUPO",8,"*","*"
"MORFAM001","CO01MOR003OT","PORTAFOLIO",9,"OTROS (OT)","OT"
"MORFAM001","CO01MOR003OT","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR003OT","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR003RO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR003RO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR003RO","MOROSIDAD",3,"EN MORA 60 DIAS","=2"
"MORFAM001","CO01MOR003RO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR003RO","SALDO",5,"*","*"
"MORFAM001","CO01MOR003RO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR003RO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR003RO","CUPO",8,"*","*"
"MORFAM001","CO01MOR003RO","PORTAFOLIO",9,"ROTATIVO (RO)","RO"
"MORFAM001","CO01MOR003RO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR003RO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR003TO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR003TO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR003TO","MOROSIDAD",3,"EN MORA 60 DIAS","=2"
"MORFAM001","CO01MOR003TO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR003TO","SALDO",5,"*","*"
"MORFAM001","CO01MOR003TO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR003TO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR003TO","CUPO",8,"*","*"
"MORFAM001","CO01MOR003TO","PORTAFOLIO",9,"SIN PORTAFOLIO (*)","*"
"MORFAM001","CO01MOR003TO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR003TO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR003VE","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR003VE","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR003VE","MOROSIDAD",3,"EN MORA 60 DIAS","=2"
"MORFAM001","CO01MOR003VE","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR003VE","SALDO",5,"*","*"
"MORFAM001","CO01MOR003VE","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR003VE","CUOTA",7,"*","*"
"MORFAM001","CO01MOR003VE","CUPO",8,"*","*"
"MORFAM001","CO01MOR003VE","PORTAFOLIO",9,"VEHICULOS (VE)","VE"
"MORFAM001","CO01MOR003VE","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR003VE","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR004CC","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR004CC","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR004CC","MOROSIDAD",3,"EN MORA 90 DIAS","=3"
"MORFAM001","CO01MOR004CC","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR004CC","SALDO",5,"*","*"
"MORFAM001","CO01MOR004CC","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR004CC","CUOTA",7,"*","*"
"MORFAM001","CO01MOR004CC","CUPO",8,"*","*"
"MORFAM001","CO01MOR004CC","PORTAFOLIO",9,"CARTERA COMUNICACIONES (CC)","CC"
"MORFAM001","CO01MOR004CC","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR004CC","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR004CO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR004CO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR004CO","MOROSIDAD",3,"EN MORA 90 DIAS","=3"
"MORFAM001","CO01MOR004CO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR004CO","SALDO",5,"*","*"
"MORFAM001","CO01MOR004CO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR004CO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR004CO","CUPO",8,"*","*"
"MORFAM001","CO01MOR004CO","PORTAFOLIO",9,"CODEUDOR (CO)","CO"
"MORFAM001","CO01MOR004CO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR004CO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR004HP","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR004HP","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR004HP","MOROSIDAD",3,"EN MORA 90 DIAS","=3"
"MORFAM001","CO01MOR004HP","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR004HP","SALDO",5,"*","*"
"MORFAM001","CO01MOR004HP","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR004HP","CUOTA",7,"*","*"
"MORFAM001","CO01MOR004HP","CUPO",8,"*","*"
"MORFAM001","CO01MOR004HP","PORTAFOLIO",9,"HIPOTECARIO (HP)","HP"
"MORFAM001","CO01MOR004HP","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR004HP","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR004IN","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR004IN","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR004IN","MOROSIDAD",3,"EN MORA 90 DIAS","=3"
"MORFAM001","CO01MOR004IN","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR004IN","SALDO",5,"*","*"
"MORFAM001","CO01MOR004IN","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR004IN","CUOTA",7,"*","*"
"MORFAM001","CO01MOR004IN","CUPO",8,"*","*"
"MORFAM001","CO01MOR004IN","PORTAFOLIO",9,"INSTALAMENTOS (IN)","IN"
"MORFAM001","CO01MOR004IN","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR004IN","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR004OT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR004OT","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR004OT","MOROSIDAD",3,"EN MORA 90 DIAS","=3"
"MORFAM001","CO01MOR004OT","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR004OT","SALDO",5,"*","*"
"MORFAM001","CO01MOR004OT","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR004OT","CUOTA",7,"*","*"
"MORFAM001","CO01MOR004OT","CUPO",8,"*","*"
"MORFAM001","CO01MOR004OT","PORTAFOLIO",9,"OTROS (OT)","OT"
"MORFAM001","CO01MOR004OT","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR004OT","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR004RO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR004RO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR004RO","MOROSIDAD",3,"EN MORA 90 DIAS","=3"
"MORFAM001","CO01MOR004RO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR004RO","SALDO",5,"*","*"
"MORFAM001","CO01MOR004RO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR004RO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR004RO","CUPO",8,"*","*"
"MORFAM001","CO01MOR004RO","PORTAFOLIO",9,"ROTATIVO (RO)","RO"
"MORFAM001","CO01MOR004RO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR004RO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR004TO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR004TO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR004TO","MOROSIDAD",3,"EN MORA 90 DIAS","=3"
"MORFAM001","CO01MOR004TO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR004TO","SALDO",5,"*","*"
"MORFAM001","CO01MOR004TO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR004TO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR004TO","CUPO",8,"*","*"
"MORFAM001","CO01MOR004TO","PORTAFOLIO",9,"SIN PORTAFOLIO (*)","*"
"MORFAM001","CO01MOR004TO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR004TO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR004VE","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR004VE","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR004VE","MOROSIDAD",3,"EN MORA 90 DIAS","=3"
"MORFAM001","CO01MOR004VE","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR004VE","SALDO",5,"*","*"
"MORFAM001","CO01MOR004VE","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR004VE","CUOTA",7,"*","*"
"MORFAM001","CO01MOR004VE","CUPO",8,"*","*"
"MORFAM001","CO01MOR004VE","PORTAFOLIO",9,"VEHICULOS (VE)","VE"
"MORFAM001","CO01MOR004VE","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR004VE","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005CC","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005CC","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005CC","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005CC","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005CC","SALDO",5,"*","*"
"MORFAM001","CO01MOR005CC","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005CC","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005CC","CUPO",8,"*","*"
"MORFAM001","CO01MOR005CC","PORTAFOLIO",9,"CARTERA COMUNICACIONES (CC)","CC"
"MORFAM001","CO01MOR005CC","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005CC","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005CC_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005CC_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005CC_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005CC_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005CC_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005CC_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005CC_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005CC_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005CC_NSCR","PORTAFOLIO",9,"TELECOMUNICACIONES","CC_NSCR"
"MORFAM001","CO01MOR005CC_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005CC_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005CO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005CO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005CO","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005CO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005CO","SALDO",5,"*","*"
"MORFAM001","CO01MOR005CO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005CO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005CO","CUPO",8,"*","*"
"MORFAM001","CO01MOR005CO","PORTAFOLIO",9,"CODEUDOR (CO)","CO"
"MORFAM001","CO01MOR005CO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005CO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005CP_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005CP_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005CP_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005CP_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005CP_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005CP_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005CP_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005CP_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005CP_NSCR","PORTAFOLIO",9,"COOPERATIVAS","CP_NSCR"
"MORFAM001","CO01MOR005CP_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005CP_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005EQ_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005EQ_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005EQ_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005EQ_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005EQ_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005EQ_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005EQ_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005EQ_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005EQ_NSCR","PORTAFOLIO",9,"EQUIPOS","EQ_NSCR"
"MORFAM001","CO01MOR005EQ_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005EQ_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005FT_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005FT_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005FT_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005FT_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005FT_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005FT_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005FT_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005FT_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005FT_NSCR","PORTAFOLIO",9,"FINTECH","FT_NSCR"
"MORFAM001","CO01MOR005FT_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005FT_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005HP","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005HP","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005HP","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005HP","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005HP","SALDO",5,"*","*"
"MORFAM001","CO01MOR005HP","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005HP","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005HP","CUPO",8,"*","*"
"MORFAM001","CO01MOR005HP","PORTAFOLIO",9,"HIPOTECARIO (HP)","HP"
"MORFAM001","CO01MOR005HP","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005HP","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005HP_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005HP_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005HP_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005HP_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005HP_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005HP_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005HP_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005HP_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005HP_NSCR","PORTAFOLIO",9,"HIPOTECARIO","HP_NSCR"
"MORFAM001","CO01MOR005HP_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005HP_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005IN","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005IN","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005IN","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005IN","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005IN","SALDO",5,"*","*"
"MORFAM001","CO01MOR005IN","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005IN","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005IN","CUPO",8,"*","*"
"MORFAM001","CO01MOR005IN","PORTAFOLIO",9,"INSTALAMENTOS (IN)","IN"
"MORFAM001","CO01MOR005IN","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005IN","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005IN_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005IN_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005IN_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005IN_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005IN_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005IN_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005IN_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005IN_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005IN_NSCR","PORTAFOLIO",9,"INSTALAMIENTOS","IN_NSCR"
"MORFAM001","CO01MOR005IN_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005IN_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005LB_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005LB_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005LB_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005LB_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005LB_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005LB_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005LB_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005LB_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005LB_NSCR","PORTAFOLIO",9,"LIBRANZA","LB_NSCR"
"MORFAM001","CO01MOR005LB_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005LB_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005OT","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005OT","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005OT","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005OT","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005OT","SALDO",5,"*","*"
"MORFAM001","CO01MOR005OT","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005OT","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005OT","CUPO",8,"*","*"
"MORFAM001","CO01MOR005OT","PORTAFOLIO",9,"OTROS (OT)","OT"
"MORFAM001","CO01MOR005OT","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005OT","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005OT_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005OT_NSCR","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005OT_NSCR","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005OT_NSCR","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005OT_NSCR","SALDO",5,"*","*"
"MORFAM001","CO01MOR005OT_NSCR","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005OT_NSCR","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005OT_NSCR","CUPO",8,"*","*"
"MORFAM001","CO01MOR005OT_NSCR","PORTAFOLIO",9,"OTROS","OT_NSCR"
"MORFAM001","CO01MOR005OT_NSCR","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005OT_NSCR","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005RO","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
"MORFAM001","CO01MOR005RO","ESTADO",2,"ABIERTA","Abierta"
"MORFAM001","CO01MOR005RO","MOROSIDAD",3,"EN MORA 120 DIAS O PEOR",">=4"
"MORFAM001","CO01MOR005RO","VENTANA",4,"A LA FECHA","=0"
"MORFAM001","CO01MOR005RO","SALDO",5,"*","*"
"MORFAM001","CO01MOR005RO","SALDO MORA",6,"*","*"
"MORFAM001","CO01MOR005RO","CUOTA",7,"*","*"
"MORFAM001","CO01MOR005RO","CUPO",8,"*","*"
"MORFAM001","CO01MOR005RO","PORTAFOLIO",9,"ROTATIVO (RO)","RO"
"MORFAM001","CO01MOR005RO","TIPO SUSCRIPTOR",10,"POBLACION","*"
"MORFAM001","CO01MOR005RO","LISTA SUSCRIPTORES",11,"TODOS","*"
"MORFAM001","CO01MOR005RO_NSCR","OPERACIÓN",1,"NÚMERO","co.com.experian.omnia.motorcrts.core.funciones.Numero"
